code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
5,2013B,158,F,East Midlands Region,Lower Than A Level,0-10%,0-35,2,60,N,Pass
2,2013B,526,F,East Anglian Region,Lower Than A Level,20-30%,0-35,3,180,N,Withdrawn
9,2013B,971,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,1,60,N,Fail
8,2013B,903,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction
9,2013B,836,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,Pass
9,2013B,992,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
3,2013B,909,F,Wales,A Level or Equivalent,20-30%,0-35,0,150,N,Pass
2,2013B,788,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
7,2013B,880,F,South Region,Post Graduate Qualification,90-100%,35-55,0,120,N,Distinction
0,2013B,325,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
2,2013B,120,F,Wales,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn
3,2013B,644,F,West Midlands Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Fail
5,2013B,721,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
6,2013B,840,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Pass
1,2013B,553,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
5,2013B,828,F,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Fail
3,2013B,103,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Pass
7,2013B,347,F,West Midlands Region,Lower Than A Level,80-90%,0-35,2,60,N,Fail
0,2013B,553,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
2,2013B,168,F,East Midlands Region,Lower Than A Level,80-90%,0-35,2,60,N,Withdrawn
9,2013B,586,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
2,2013B,907,F,South West Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
8,2013B,609,F,East Anglian Region,Lower Than A Level,20-Oct,0-35,2,240,N,Fail
6,2013B,336,F,North Western Region,Lower Than A Level,80-90%,0-35,0,105,N,Withdrawn
7,2013B,467,F,South West Region,Lower Than A Level,40-50%,0-35,1,90,N,Fail
0,2013B,256,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
4,2013B,293,F,South West Region,A Level or Equivalent,40-50%,0-35,0,240,N,Fail
0,2013B,198,F,Wales,Lower Than A Level,50-60%,0-35,3,150,N,Fail
7,2013B,172,F,South East Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail
1,2013B,398,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,Fail
0,2013B,452,F,Scotland,Lower Than A Level,40-50%,0-35,1,120,N,Pass
0,2013B,376,F,South West Region,A Level or Equivalent,20-Oct,0-35,0,60,N,Fail
0,2013B,812,F,South West Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
4,2013B,142,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
7,2013B,842,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
9,2013B,835,F,Ireland,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
2,2013B,168,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
3,2013B,500,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn
5,2013B,353,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
0,2013B,228,F,Wales,Lower Than A Level,40-50%,0-35,0,60,Y,Fail
8,2013B,679,M,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
6,2013B,890,F,South Region,A Level or Equivalent,40-50%,0-35,0,180,Y,Pass
8,2013B,621,F,North Region,HE Qualification,80-90%,35-55,0,60,N,Withdrawn
4,2013B,763,F,London Region,A Level or Equivalent,70-80%,35-55,1,60,N,Fail
1,2013B,119,F,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
1,2013B,187,M,East Midlands Region,Lower Than A Level,40-50%,35-55,1,60,N,Fail
4,2013B,238,F,Scotland,HE Qualification,20-Oct,0-35,0,120,N,Pass
8,2013B,956,F,East Midlands Region,Lower Than A Level,40-50%,0-35,2,60,N,Pass
7,2013B,807,F,Wales,Lower Than A Level,30-40%,0-35,1,120,N,Fail
4,2013B,657,F,Ireland,Lower Than A Level,20-30%,0-35,1,195,N,Withdrawn
3,2013B,893,F,South Region,A Level or Equivalent,,35-55,0,60,N,Distinction
1,2013B,423,F,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass
6,2013B,241,F,Scotland,Lower Than A Level,0-10%,35-55,0,120,N,Fail
0,2013B,408,F,North Western Region,Lower Than A Level,0-10%,0-35,2,120,N,Withdrawn
4,2013B,911,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail
3,2013B,560,F,East Midlands Region,Lower Than A Level,50-60%,35-55,2,120,N,Withdrawn
4,2013B,566,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
3,2013B,685,F,Yorkshire Region,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn
6,2013B,366,F,Wales,A Level or Equivalent,40-50%,0-35,0,180,N,Fail
8,2013B,948,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
9,2013B,217,F,South West Region,HE Qualification,20-Oct,0-35,2,180,N,Fail
1,2013B,481,F,Wales,A Level or Equivalent,20-Oct,0-35,0,90,N,Fail
3,2013B,603,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,180,N,Withdrawn
4,2013B,291,F,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
8,2013B,232,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,240,Y,Withdrawn
2,2013B,131,M,South Region,HE Qualification,50-60%,0-35,1,120,N,Pass
